rlct,hypers,mean_divergences,total_divergences,max_divergences,divergences_per_chain,chain_tree_depth,dsid,regime,k,n,trial,chains,draws,tune,name,duration
1.4573323083654075,c=1,0.0,0,0,[0],5,regular,250,2,250,2,1,2000,4000,toru,14.940364916000362
1.8838734943160704,"c=1,d=1",0.0,0,0,"[0, 0]",8,e-singular,250,2,250,2,1,2000,4000,watanabe,32.29681348299982
1.661365327490172,c=1,0.0,0,0,[0],7,e-singular,250,2,250,2,1,2000,4000,toru,16.640974840000126
1.158070530461448,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular1,250,2,250,2,1,2000,4000,watanabe,39.07330989900038
1.0090550683841877,c=1,0.0,0,0,[0],10,singular1,250,2,250,2,1,2000,4000,toru,21.06524615000035
0.8597120213056472,"c=1,d=1",0.0,0,0,"[0, 0]",8,singular2,250,2,250,2,1,2000,4000,watanabe,36.89849268800026
0.8157214307893866,c=1,0.0,0,0,[0],8,singular2,250,2,250,2,1,2000,4000,toru,18.317345034000027
2.1383048907159856,"c=1,d=1",0.0,0,0,"[0, 0]",10,regular,250,3,250,2,1,2000,4000,watanabe,48.301167695
1.5356107716948817,c=1,0.0,0,0,[0],9,regular,250,3,250,2,1,2000,4000,toru,30.754339482999967
2.061375612833217,"c=1,d=1",0.0,0,0,"[0, 0]",8,e-singular,250,3,250,2,1,2000,4000,watanabe,43.1473031609994
1.8132242457918983,c=1,0.0,0,0,[0],8,e-singular,250,3,250,2,1,2000,4000,toru,25.89409475499997
1.9854015692467568,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular1,250,3,250,2,1,2000,4000,watanabe,49.30511016299988
1.584434253911971,c=1,0.0,0,0,[0],10,singular1,250,3,250,2,1,2000,4000,toru,28.4292386749994
1.61716835072637,"c=1,d=1",0.0,0,0,"[0, 0]",9,singular2,250,3,250,2,1,2000,4000,watanabe,45.84165860499979
1.3794855266731478,c=1,0.0,0,0,[0],9,singular2,250,3,250,2,1,2000,4000,toru,28.70827281899983
3.42687524164089,"c=1,d=1",0.0,0,0,"[0, 0]",10,regular,250,5,250,2,1,2000,4000,watanabe,91.75865178200002
2.1174196516860566,c=1,0.0,0,0,[0],10,regular,250,5,250,2,1,2000,4000,toru,63.296578299999965
2.842930088922229,"c=1,d=1",0.0,0,0,"[0, 0]",9,e-singular,250,5,250,2,1,2000,4000,watanabe,71.48007251499985
2.4521912482613546,c=1,0.0,0,0,[0],9,e-singular,250,5,250,2,1,2000,4000,toru,57.11357673600014
4.485474273051957,"c=1,d=1",0.0,0,0,"[0, 0]",9,singular1,250,5,250,2,1,2000,4000,watanabe,69.44993702600004
2.7159033885686843,c=1,0.0,0,0,[0],10,singular1,250,5,250,2,1,2000,4000,toru,54.7599644259999
3.303198284623324,"c=1,d=1",0.0,0,0,"[0, 0]",9,singular2,250,5,250,2,1,2000,4000,watanabe,70.17631347199949
2.2134155963075823,c=1,0.0,0,0,[0],9,singular2,250,5,250,2,1,2000,4000,toru,46.94225070199991
1.4150104819024536,"c=1,d=1",0.0,0,0,"[0, 0]",5,regular,5000,2,5000,2,1,2000,4000,watanabe,100.93202895200012
1.4663379413959594,c=1,0.0,0,0,[0],6,regular,5000,2,5000,2,1,2000,4000,toru,82.08691460599948
1.643615495551353,"c=1,d=1",0.0,0,0,"[0, 0]",7,e-singular,5000,2,5000,2,1,2000,4000,watanabe,128.6797472950002
1.572361540561593,c=1,0.0,0,0,[0],7,e-singular,5000,2,5000,2,1,2000,4000,toru,69.0230050529999
0.7329685800778177,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular1,5000,2,5000,2,1,2000,4000,watanabe,275.0983893049997
0.8108629190795161,c=1,0.0,0,0,[0],10,singular1,5000,2,5000,2,1,2000,4000,toru,123.8171943740008
0.8796953819075888,"c=1,d=1",0.0,0,0,"[0, 0]",9,singular2,5000,2,5000,2,1,2000,4000,watanabe,236.27016096599985
0.7833423542910094,c=1,0.0,0,0,[0],9,singular2,5000,2,5000,2,1,2000,4000,toru,117.18213962000029
1.6960862509654848,"c=1,d=1",0.0,0,0,"[0, 0]",10,regular,5000,3,5000,2,1,2000,4000,watanabe,463.26367608999954
