dsid,n,p0,p1,w0,fisher_mat
regular,50,0.14028939870428975,0.3569329795852958,0.7594639034131704,"[ 5.26353701e+00 -2.11391359e-03 -1.35012833e-01 -2.11391359e-03
  2.29756451e-02 -3.15216373e-04 -1.35012833e-01 -3.15216373e-04
  4.67486084e-02]"
regular,50,0.14956125642455834,0.35271913111927694,0.7536952793455143,"[ 5.21559083e+00 -4.91980974e-03 -9.20063530e-02 -4.91980974e-03
  1.92413645e-02  2.55060206e-03 -9.20063530e-02  2.55060206e-03
  4.26359854e-02]"
regular,50,0.14810162548430997,0.34721062985264634,0.7463782480561659,"[ 3.22448649e+00 -6.86514458e-03 -6.09117465e-02 -6.86514458e-03
  1.41037008e-02 -1.24477905e-03 -6.09117465e-02 -1.24477905e-03
  4.68831570e-02]"
regular,50,0.3820730442274661,0.155041559522469,0.18657518155497776,"[ 5.42537875e-03 -1.07142091e-03 -1.11890810e-03 -1.07142091e-03
  4.54534632e+00  4.44293524e-02 -1.11890810e-03  4.44293524e-02
  4.54226325e-02]"
regular,50,0.33108885032664676,0.14557627042267662,0.18124770619183125,"[ 6.13339023e-03 -1.09722303e-02 -2.42458235e-04 -1.09722303e-02
  6.36823580e+00  1.97784135e-01 -2.42458235e-04  1.97784135e-01
  5.42971281e-02]"
regular,50,0.1581233316321162,0.34948964699025614,0.7843054651983294,"[ 4.71764902e+00 -7.90392171e-03  5.05757881e-02 -7.90392171e-03
  1.15477183e-02 -1.29342220e-03  5.05757881e-02 -1.29342220e-03
  4.60409958e-02]"
regular,50,0.1523388802236522,0.36477114560522134,0.6796102529241641,"[ 3.57700802e+00 -2.41611865e-03 -3.50036247e-02 -2.41611865e-03
  6.56734459e-02  4.38483649e-03 -3.50036247e-02  4.38483649e-03
  3.80657382e-02]"
regular,50,0.3616437543719862,0.14688836275973363,0.11972522341459775,"[ 1.25923764e-03 -1.94110008e-03  7.47576472e-04 -1.94110008e-03
  1.04082236e+01  1.69798075e-01  7.47576472e-04  1.69798075e-01
  4.54612875e-02]"
regular,50,0.34615239701533723,0.15240581240627823,0.3199756409580759,"[ 0.0541949  -0.00605491 -0.00655872 -0.00605491  3.46371942  0.03443795
 -0.00655872  0.03443795  0.04317531]"
regular,50,0.1514818169935556,0.3559849891348317,0.7764426706551957,"[ 5.04899586e+00 -4.27699222e-03 -2.40312811e-02 -4.27699222e-03
  1.88287984e-02  2.05589929e-04 -2.40312811e-02  2.05589929e-04
  4.40878273e-02]"
regular,50,0.3519136917705641,0.14018635473677293,0.31934301073477395,"[ 6.64431360e-02 -2.80475924e-03  5.38341199e-03 -2.80475924e-03
  4.42540595e+00  4.43061514e-02  5.38341199e-03  4.43061514e-02
  3.76952937e-02]"
regular,50,0.1610256169386483,0.34425644338453926,0.7130702072291467,"[ 3.15264160e+00 -1.61275607e-02 -9.70674930e-02 -1.61275607e-02
  4.00651213e-02  1.62618654e-03 -9.70674930e-02  1.62618654e-03
  4.25438529e-02]"
regular,50,0.3707845544883919,0.1542536319003365,0.26114684879093025,"[ 3.03282560e-02 -2.71400793e-03 -1.95967711e-03 -2.71400793e-03
  4.20847437e+00  4.28827598e-02 -1.95967711e-03  4.28827598e-02
  3.52443687e-02]"
regular,50,0.36538870706170146,0.1639935888431254,0.1857364343671779,"[ 1.07213755e-02 -3.99828006e-03  1.62459163e-04 -3.99828006e-03
  6.34202551e+00  1.11885651e-01  1.62459163e-04  1.11885651e-01
  4.89889655e-02]"
regular,50,0.36035353346075005,0.1481147732013703,0.14269413730846237,"[ 5.33438859e-03 -2.20124443e-03  1.14415084e-04 -2.20124443e-03
  7.58044527e+00  8.39208686e-02  1.14415084e-04  8.39208686e-02
  5.01651899e-02]"
regular,50,0.3555770508622477,0.1631199343557827,0.39323079872536243,"[ 1.15235823e-01 -1.19591593e-02  1.09334238e-04 -1.19591593e-02
  1.63487266e+00  3.68576904e-02  1.09334238e-04  3.68576904e-02
  3.23147424e-02]"
regular,50,0.3676606837919226,0.15145076521241302,0.27634825996946416,"[ 4.09107709e-02 -1.78304104e-03  2.55106884e-03 -1.78304104e-03
  5.34675248e+00  7.70512482e-02  2.55106884e-03  7.70512482e-02
  4.03386003e-02]"
